title	year	director	cast	genre	notes
Never Been Kissed	1999	Raja Gosnell	"Drew Barrymore, David Arquette, Molly Shannon, James Franco"	Comedy	Franco's first film
The Ninth Gate	1999	Roman Polanski	"Johnny Depp, Lena Olin, Frank Langella"	Horror	
Ninth Street	1999	Tim Rebman	Don Washington	Drama	
Notting Hill	1999	Roger Michell	"Julia Roberts, Hugh Grant, Hugh Bonneville, Emma Chambers, James Dreyfus, Rhys Ifans, Tim McInnerny, Gina McKee"	Romantic comedy	BAFTA award; 3 Golden Globe nominations
October Sky	1999	Joe Johnston	"Jake Gyllenhaal, Chris Cooper, Laura Dern"	Drama	story of Homer Hickam
Office Space	1999	Mike Judge	"Ron Livingston, Jennifer Aniston, Stephen Root, Gary Cole"	Comedy	based on Judge's cartoons
The Omega Code	1999	Robert Marcarelli	"Casper Van Dien, Michael York"	Action	
One Man's Hero	1999	Lance Hool	"Tom Berenger, Joaquim de Almeida, Daniela Romo"	War	
The Other Sister	1999	Garry Marshall	"Juliette Lewis, Diane Keaton, Tom Skerritt, Giovanni Ribisi"	Drama	
"Our Friend, Martin"	1999	"Rob Smiley, Vincenzo Trippetti"		Animated	
P.U.N.K.S.	1999	Sean McNamara	"Tim Redwine, Jessica Alba, Brandon Baker"	Teen comedy	
The Passion of Ayn Rand	1999	Christopher Menaul	"Helen Mirren, Eric Stoltz, Peter Fonda"	Biography	based on Barbara Branden book; made for TV
Passport to Paris	1999	Alan Metter	"Mary-Kate Olsen, Ashley Olsen"	Romantic comedy	
Payback	1999	Brian Helgeland	"Mel Gibson, Gregg Henry, Maria Bello, Lucy Liu"	Crime drama	Inspired by Point Blank
Play It to the Bone	1999	Ron Shelton	"Antonio Banderas, Woody Harrelson, Lolita Davidovich, Lucy Liu"	"Comedy, Drama"	
Pushing Tin	1999	Mike Newell	"John Cusack, Billy Bob Thornton, Cate Blanchett, Angelina Jolie"	"Comedy, Drama"	
The Rage: Carrie 2	1999	Katt Shea	"Emily Bergl, Mena Suvari, Jason London, Amy Irving"	Horror	
Random Hearts	1999	Sydney Pollack	"Harrison Ford, Kristin Scott Thomas, Charles S. Dutton"	Drama	
Ravenous	1999	Antonia Bird	"Guy Pearce, Robert Carlyle, Jeremy Davies, Jeffrey Jones, John Spencer, Stephen Spinella, Neal McDonough, David Arquette"	Horror	Czech/U.K./U.S.
Retro Puppet Master	1999	David DeCoteau	"Greg Sestero, Brigitta Dau, Jack Donner"	Horror	
Revelation aka Apocalypse	1999	Andre van Heerden		Thriller	
Rites of Passage	1999	Victor Salva	"Dean Stockwell, James Remar, Jason Behr"	Drama	
Runaway Bride	1999	Garry Marshall	"Richard Gere, Julia Roberts, Joan Cusack"	Romantic comedy	
The Runner	1999	Ron Moler	"Ron Eldard, Courteney Cox, John Goodman"	Thriller	
She's All That	1999	Robert Iscove	"Freddie Prinze, Jr., Rachael Leigh Cook, Matthew Lillard, Paul Walker, Jodi Lyn O'Keefe, Kieran Culkin, Anna Paquin"	Romantic comedy	
Simon Sez	1999	Kevin Elders	"Dennis Rodman, Dane Cook"	"Action, Comedy"	
Simply Irresistible	1999	Mark Tarlov	"Sarah Michelle Gellar, Sean Patrick Flanery, Patricia Clarkson"	Romantic comedy	
The Sixth Sense	1999	M. Night Shyamalan	"Bruce Willis, Haley Joel Osment, Toni Collette, Donnie Wahlberg, Olivia Williams"	Suspense	5 Oscar nominations
Sleepy Hollow	1999	Tim Burton	"Johnny Depp, Christina Ricci, Miranda Richardson, Casper Van Dien"	Horror	from Washington Irving novel
A Slipping-Down Life	1999	Toni Kalem	"Lili Taylor, Guy Pearce"	Romance	
Snow Falling on Cedars	1999	Scott Hicks	"Ethan Hawke, Youki Kudoh, Reeve Carney"	Drama	David Guterson novel
"South Park: Bigger, Longer & Uncut"	1999	Trey Parker	"Trey Parker, Matt Stone, Mary Kay Bergman, Isaac Hayes"	"Animation, musical, Comedy"	Based on TV series
Speedway Junky	1999	Nickolas Perry	"Jesse Bradford, Jordan Brower, Daryl Hannah"	Action	
Star Wars Episode I: The Phantom Menace	1999	George Lucas	"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd"	Space Opera	prequel to Star Wars; top-grossing film of 1999; 3 Oscar nominations
Stigmata	1999	Rupert Wainwright	"Patricia Arquette, Gabriel Byrne, Jonathan Pryce"	Horror	
Stir of Echoes	1999	David Koepp	"Kevin Bacon, Kathryn Erbe, Illeana Douglas"	Horror	
Storm	1999	Andrew Hofman	"Christian McIntire, Luke Perry, Robert Knott, Alexandra Powers"	Thriller	
The Story of Us	1999	Rob Reiner	"Bruce Willis, Michelle Pfeiffer"	Romantic drama	
The Straight Story	1999	David Lynch	"Richard Farnsworth, Sissy Spacek, Harry Dean Stanton"	Drama	
Stuart Little	1999	Rob Minkoff	"Geena Davis, Hugh Laurie, Jonathan Lipnicki"	Family	from E. B. White story
Summer of Sam	1999	Spike Lee	"John Leguizamo, Adrien Brody, Mira Sorvino, Jennifer Esposito"	Crime drama	
Superstar	1999	Bruce McCulloch	"Molly Shannon, Will Ferrell, Harland Williams"	Comedy	Saturday Night Live character
Sweet and Lowdown	1999	Woody Allen	"Sean Penn, Samantha Morton, Anthony LaPaglia, Uma Thurman"	Comedy	
The Talented Mr. Ripley	1999	Anthony Minghella	"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Philip Baker Hall, James Rebhorn"	Thriller	from Patricia Highsmith novel; 5 Oscar nominations
Tarzan	1999	Kevin Lima and Chris Buck	"Tony Goldwyn, Minnie Driver, Glenn Close, Rosie O'Donnell, Brian Blessed, Nigel Hawthorne, Lance Henriksen, Wayne Knight"	Animation	from character created by Edgar Rice Burroughs
Teaching Mrs. Tingle	1999	Kevin Williamson	"Helen Mirren, Katie Holmes, Barry Watson, Marisa Coughlan"	Drama	
That Championship Season	1999	Paul Sorvino	"Gary Sinise, Vincent D'Onofrio, Tony Shalhoub, Terry Kinney, Paul Sorvino"	Drama	based on Jason Miller play; remake of 1982 film
The Thirteenth Floor	1999	Josef Rusnak	"Craig Bierko, Gretchen Mol, Vincent D'Onofrio"	Science fiction	
The Thirteenth Year	1999	Duwayne Dunham	"Chez Starbuck, Courtnee Draper"	Family	
The Thomas Crown Affair	1999	John McTiernan	"Pierce Brosnan, Rene Russo, Denis Leary"	Crime	remake of 1968 film
Three Kings	1999	David O. Russell	"George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze"	"War, Comedy"	
Three to Tango	1999	Damon Santostefano	"Matthew Perry, Neve Campbell, Dylan McDermott"	Romantic comedy	
Titus	1999	Julie Taymor	"Anthony Hopkins, Jessica Lange, Alan Cumming"	Shakespearean	
Toy Story 2	1999	"John Lasseter, Lee Unkrich, Ash Brannon"	"voices of Tom Hanks, Tim Allen, Annie Potts, Don Rickles"	Animation Comedy Family	sequel to Toy Story
Trippin'	1999	David Raynr	"Deon Richmond, Countess Vaughn, Maia Campbell"	Comedy	
True Crime	1999	Clint Eastwood	"Clint Eastwood, Isaiah Washington, Denis Leary"	Crime drama	
Tumbleweeds	1999	Gavin O'Connor	"Janet McTeer, Kimberly J. Brown, Gavin O'Connor"	Drama	
Twin Falls Idaho	1999	Michael Polish	"Mark Polish, Michael Polish, Michele Hicks"	Drama	
Universal Soldier: The Return	1999	Mic Rodgers	"Jean-Claude Van Damme, Michael Jai White"	Action	
Varsity Blues	1999	Brian Robbins	"James Van Der Beek, Jon Voight, Paul Walker, Amy Smart, Scott Caan, Ron Lester, Ali Larter, Eliel Swinton"	"Comedy, Drama, Sports"	"won MTV, Teen Choice film awards"
The Virgin Suicides	1999	Sofia Coppola	"James Woods, Kathleen Turner, Kirsten Dunst, Josh Hartnett, A. J. Cook"	Drama	from Jeffrey Eugenides novel
Virus	1999	John Bruno	"Jamie Lee Curtis, William Baldwin, Donald Sutherland"	"Science fiction, Horror"	
The Waiting Game	1999	Ken Liotti	"Will Arnett, Dwight Ewell"		
Wakko's Wish	1999	3 directors		Animation	
A Walk on the Moon	1999	Tony Goldwyn	"Diane Lane, Viggo Mortensen, Liev Schreiber, Anna Paquin"	Drama	Miramax
Walking Across Egypt	1999	Arthur Allan Seidenman	"Ellen Burstyn, Jonathan Taylor Thomas, Mark Hamill"	Comedy	
When the Day Breaks	1999	"Wendy Tilby, Amanda Forbis"		Animated	Short film
Whiteboyz	1999	Danny Hoch		Independent	
Wild Wild West	1999	Barry Sonnenfeld	"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek"	"Action, Comedy"	based on TV series; winner of 5 Razzie awards
Wing Commander	1999	Chris Roberts	"Freddie Prinze, Jr., Saffron Burrows, Matthew Lillard, Tcheky Karyo, Jurgen Prochnow, David Suchet"	Science fiction	
Winnie the Pooh: Seasons of Giving	1999	3 directors	"Jim Cummings, John Fiedler, Brady Bluhm"	Animation	A. A. Milne characters
Wisconsin Death Trip	1999				
The Woman Chaser	1999	Robinson Devor	Patrick Warburton	Comedy	
A Woman Scorned	1999	Treva Etienne	Marcia Johnson	Thriller	
The Wood	1999	Rick Famuyiwa	"Omar Epps, Richard T. Jones, Taye Diggs"	Comedy	
 102 Dalmatians	2000	Kevin Lima	"Glenn Close, G?rard Depardieu, Alice Evans"	"Comedy, family"	Walt Disney; preceded by 101 Dalmatians
28 Days	2000	Betty Thomas	"Sandra Bullock, Viggo Mortensen"	Drama	Columbia Pictures
3 Strikes	2000	DJ Pooh	"Brian Hooks, N'Bushe Wright"	Comedy	Metro-Goldwyn-Mayer
The 6th Day	2000	Roger Spottiswoode	"Arnold Schwarzenegger, Robert Duvall"	Science fiction	Columbia Pictures
 Across the Line	2000	Martin Spottl	"Brad Johnson, Adrienne Barbeau, Brian Bloom"	Thriller	Lionsgate
Adventures in Wild California	2000	Greg MacGillivray	Jimmy Smits (Narrator)	Documentary	
The Adventures of Rocky and Bullwinkle	2000	Des McAnuff	"Rene Russo, Jason Alexander, Robert De Niro, Piper Perabo, June Foray, Keith Scott"	Comedy	Universal Studios; based on The Rocky and Bullwinkle Show
All the Pretty Horses	2000	Billy Bob Thornton	"Matt Damon, Pen?lope Cruz, Henry Thomas, Lucas Black, Rub?n Blades, M?riam Col?n, Bruce Dern"	Western	Columbia Pictures; based on Cormac McCarthy novel
Almost Famous	2000	Cameron Crowe	"Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee, Patrick Fugit, Anna Paquin, Fairuza Balk"	"Comedy, Drama"	DreamWorks; Winner of Golden Globe Award for Best Motion Picture ? Musical or Comedy
American Psycho	2000	Mary Harron	"Christian Bale, Chlo? Sevigny, Willem Dafoe"	"Comedy, Thriller"	Lionsgate; based on novel by Bret Easton Ellis
Animal Factory	2000	Steve Buscemi	"Willem Dafoe, Edward Furlong, Mickey Rourke"	Crime drama	Franchise Pictures
The Art of War	2000	Christian Duguay	"Wesley Snipes, Donald Sutherland"	Action	Warner Bros. Pictures
Autumn in New York	2000	Joan Chen	"Richard Gere, Winona Ryder"	Romance	Metro-Goldwyn-Mayer
 Bait	2000	Antoine Fuqua	"Jamie Foxx, David Morse, Kimberly Elise"	Action	Warner Bros.
The Ballad of Ramblin' Jack	2000	Aiyana Elliott	Ramblin' Jack Elliott	Documentary	
Bamboozled	2000	Spike Lee	"Damon Wayans, Jada Pinkett Smith, Savion Glover, Michael Rapaport, Tommy Davidson"	Satire	New Line Cinema
Battlefield Earth	2000	Roger Christian	"John Travolta, Forest Whitaker, Barry Pepper"	Science fiction	"Warner Bros., based on L. Ron Hubbard novel; 7 Razzie awards including Worst Picture"
The Beach	2000	Danny Boyle	"Leonardo DiCaprio, Virginie Ledoyen, Tilda Swinton"	Adventure	20th Century Fox; based on novel by Alex Garland
Beat	2000	Gary Walkow	"Courtney Love, Kiefer Sutherland"	Drama	
Beautiful	2000	Sally Field	"Minnie Driver, Hallie Kate Eisenberg, Kathleen Turner"	Comedy	Destination Films
Beautiful Joe	2000	Stephen Metcalfe	"Sharon Stone, Billy Connolly"	"Comedy, Drama"	
Bedazzled	2000	Harold Ramis	"Brendan Fraser, Elizabeth Hurley"	Comedy	20th Century Fox; based on Bedazzled
Before Night Falls	2000	Julian Schnabel	"Javier Bardem, Johnny Depp"	Biography	
Best in Show	2000	Christopher Guest	"Parker Posey, Michael McKean, Catherine O'Hara, Eugene Levy, Michael Hitchcock, Jennifer Coolidge"	Mockumentary	Warner Bros.
Big Momma's House	2000	Raja Gosnell	"Martin Lawrence, Paul Giamatti"	Comedy	20th Century Fox
The Big Tease	2000	Kevin Allen	"Craig Ferguson, Frances Fisher, Mary McCormack"	Comedy	Warner Bros.
Bless the Child	2000	Chuck Russell	"Kim Basinger, Jimmy Smits, Christina Ricci"	Thriller	Paramount Pictures; based on book by Cathy Cash Spellman
Boiler Room	2000	Ben Younger	"Giovanni Ribisi, Nia Long, Vin Diesel, Ben Affleck"	Drama	New Line Cinema
Book of Shadows: Blair Witch 2	2000	Joe Berlinger	"Kim Director, Jeffrey Donovan, Erica Leerhsen"	Horror	Artisan Entertainment; preceded by The Blair Witch Project (1999)
Bounce	2000	Don Roos	"Ben Affleck, Gwyneth Paltrow"	Drama	Miramax Films
A Boy Named Sue	2000	Julie Wyman	sex reassignment surgery	Documentary	
Boys and Girls	2000	Robert Iscove	"Claire Forlani, Freddie Prinze, Jr., Jason Biggs"	Comedy	Dimension Films
Bring It On	2000	Peyton Reed	"Kirsten Dunst, Eliza Dushku, Gabrielle Union, Jesse Bradford"	Comedy	Universal Studios
The Broken Hearts Club: A Romantic Comedy	2000	Greg Berlanti	"Ben Weber, Timothy Olyphant, Zach Braff"	Comedy	
Brother	2000	Takeshi Kitano	"Takeshi Kitano, Omar Epps"	Crime drama	"Shochiku Co., Ltd."
 Cast Away	2000	Robert Zemeckis	"Tom Hanks, Helen Hunt"	Adventure	20th Century Fox
Cecil B. Demented	2000	John Waters	"Melanie Griffith, Stephen Dorff, Alicia Witt, Adrian Grenier, Maggie Gyllenhaal"	Comedy	Artisan Entertainment
The Cell	2000	Tarsem Singh	"Jennifer Lopez, Vince Vaughn, Vincent D'Onofrio"	Science fiction	New Line Cinema
Center Stage	2000	Nicholas Hytner	"Amanda Schull, Peter Gallagher, Ethan Stiefel"	Musical	Columbia Pictures
Charlie's Angels	2000	McG	"Drew Barrymore, Cameron Diaz, Lucy Liu, Bill Murray, Sam Rockwell, Tim Curry, Crispin Glover"	Action	Based on TV series of same name
Cherry Falls	2000	Geoffrey Wright	"Brittany Murphy, Michael Biehn, Jesse Bradford"	Thriller	
Chinese Coffee	2000	Al Pacino	"Al Pacino, Jerry Orbach"	Drama	Chal Productions; based on story by Ira Lewis
Chocolat	2000	Lasse Hallstr?m	"Juliette Binoche, Judi Dench, Alfred Molina, Lena Olin, Johnny Depp"	Romance	Miramax Films
Chuck & Buck	2000	Miguel Arteta	"Chris Weitz, Mike White, Maya Rudolph"	Comedy	Artisan Entertainment
The Contender	2000	Rod Lurie	"Joan Allen, Jeff Bridges, Gary Oldman, Christian Slater, Sam Elliott, Kathryn Morris, Mike Binder"	Drama	DreamWorks
Coyote Ugly	2000	David McNally	"Piper Perabo, Adam Garcia, Tyra Banks, John Goodman"	Comedy	Touchstone Pictures
The Crew	2000	Michael Dinner	"Richard Dreyfuss, Burt Reynolds, Dan Hedaya"	Comedy	Touchstone Pictures
The Crossing	2000	Robert Harmon	"Jeff Daniels, Roger Rees, Sebastian Roch?, Steven McCarthy"	Historical Drama	A & E
Cruel Intentions 2	2000	Roger Kumble	"Robin Dunne, Sarah Thompson, Keri Lynn Pratt"	"Comedy, drama"	
 Digimon: The Movie	2000	"Mamoru Hosoda, Minoru Hosoda"	"Lara Jill Miller, Joshua Seth, Bob Glouberman"	"Animation, Adventure"	"20th Century Fox, Saban Entertainment, Toei Animation; based on Digimon Adventure"
Dinosaur	2000	"Eric Leighton, Ralph Zondag"	"D. B. Sweeney, Alfre Woodard, Ossie Davis"	Animation	Walt Disney Pictures
Down to You	2000	Kris Isacsson	"Freddie Prinze, Jr., Julia Stiles"	Comedy	Miramax Films
Dr. T & the Women	2000	Robert Altman	"Richard Gere, Helen Hunt, Farrah Fawcett, Laura Dern, Shelley Long, Tara Reid, Kate Hudson"	Romantic comedy	Artisan Entertainment
Dracula 2000	2000	Patrick Lussier	"Gerard Butler, Christopher Plummer, Jonny Lee Miller"	Horror	Dimension Films
Drowning Mona	2000	Nick Gomez	"Bette Midler, Jamie Lee Curtis, Danny DeVito, Neve Campbell"	Comedy	Destination Films
"Dude, Where's My Car?"	2000	Danny Leiner	"Ashton Kutcher, Seann William Scott"	Comedy	Miramax Films
Duets	2000	Bruce Paltrow	"Maria Bello, Andre Braugher, Paul Giamatti, Huey Lewis, Gwyneth Paltrow, Angie Dickinson"	"Drama, Musical"	Hollywood Pictures
Dungeons & Dragons	2000	Courtney Solomon	"Jeremy Irons, Thora Birch, Marlon Wayans"	fantasy	New Line Cinema; based on Dungeons & Dragons
 The Emperor's New Groove	2000	Mark Dindal	"David Spade, John Goodman, Eartha Kitt, Patrick Warburton"	Animation	Walt Disney Pictures
Erin Brockovich	2000	Steven Soderbergh	"Julia Roberts, Albert Finney, Aaron Eckhart"	Biography	Academy Award for Roberts
An Everlasting Piece	2000	Barry Levinson	"Barry McEvoy, Br?an F. O'Byrne, Anna Friel, Billy Connolly"	Comedy	
The Eyes of Tammy Faye	2000	"Fenton Bailey, Randy Barbato"	"Tammy Faye Bakker, RuPaul"	Documentary	
 The Family Man	2000	Brett Ratner	"Nicolas Cage, T?a Leoni, Don Cheadle"	Drama	Universal Pictures
Fantasia 2000	2000	see Credits	"James Levine, Chicago Symphony Orchestra"	Animation	Walt Disney Pictures; preceded by Fantasia (1940)
Final Destination	2000	James Wong	"Devon Sawa, Ali Larter, Kerr Smith, Seann William Scott"	Horror	New Line Cinema
Finding Forrester	2000	Gus Van Sant	"Sean Connery, Rob Brown, Anna Paquin"	Drama	Columbia Pictures
The Flintstones in Viva Rock Vegas	2000	Brian Levant	"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Alan Cumming, Joan Collins, Harvey Korman"	Comedy	Universal Studios; preceded by The Flintstones (1994)
For Love or Country: The Arturo Sandoval Story	2000	Joseph Sargent	"Andy Garc?a, M?a Maestro, Gloria Estefan"	Biography	
Frequency	2000	Gregory Hoblit	"Dennis Quaid, James Caviezel"	Science fiction	New Line Cinema
 Get Carter	2000	Stephen T. Kay	"Sylvester Stallone, Rhona Mitra, Michael Caine, Rachael Leigh Cook, Miranda Richardson, Mickey Rourke"	Action	Warner Bros.; based on Get Carter (1971)
The Gift	2000	Sam Raimi	"Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes, Greg Kinnear, Hilary Swank"	Thriller	Paramount Classics
The Girl	2000	Sande Zeig	"Claire Keim, Agathe De La Boulaye"	Romance	Artistic License; based on The Girl by Monique Wittig
Girlfight	2000	Karyn Kusama	"Michelle Rodriguez, Paul Calder?n"	Drama	Winner of Grand Jury Prize: Dramatic
Gladiator	2000	Ridley Scott	"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Richard Harris, Djimon Hounsou, Oliver Reed"	"Action, Drama, Epic,"	"Winner of Academy Award, BAFTA Award, Golden Globe for Best Picture; Oscar for Crowe"
The Golden Bowl	2000	James Ivory	"Kate Beckinsale, James Fox, Anjelica Huston, Nick Nolte"	Drama	
Gone in 60 Seconds	2000	Dominic Sena	"Nicolas Cage, Giovanni Ribisi, Angelina Jolie, Robert Duvall"	Action	Touchstone Pictures; based on Gone in 60 Seconds
Gossip	2000	Davis Guggenheim	"James Marsden, Lena Headey, Norman Reedus, Kate Hudson, Marisa Coughlan, Joshua Jackson"	Drama	Warner Bros.
Gun Shy	2000	Eric Blakeney	"Liam Neeson, Oliver Platt, Andrew Lauer"	Action	
 Hamlet	2000	Michael Almereyda	"Ethan Hawke, Diane Venora, Julia Stiles"	Drama	Based on Hamlet by William Shakespeare
Hanging Up	2000	Diane Keaton	"Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau"	Comedy	Columbia Pictures
Held Up	2000	Steve Rash	"Jamie Foxx, Nia Long"	Comedy	
Here on Earth	2000	Mark Piznarski	"Chris Klein, Leelee Sobieski, Josh Hartnett"	Drama	
High Fidelity	2000	Stephen Frears	"John Cusack, Jack Black, Lisa Bonet, Joan Cusack, Iben Hjejle, Lili Taylor"	Comedy	based on novel by Nick Hornby
Highlander: Endgame	2000	Douglas Aarniokoski	"Adrian Paul, Christopher Lambert"	Science fiction	preceded by Highlander III: The Sorcerer
Hollow Man	2000	Paul Verhoeven	"Elisabeth Shue, Kevin Bacon, Josh Brolin"	"Science fiction, Horror"	based on The Invisible Man by H. G. Wells
The House of Mirth	2000	Terence Davies	"Gillian Anderson, Laura Linney, Dan Aykroyd"	Drama	
How the Grinch Stole Christmas	2000	Ron Howard	"Jim Carrey, Christine Baranski, Jeffrey Tambor, Molly Shannon, Taylor Momsen"	"Family, Fantasy"	based on How the Grinch Stole Christmas! by Dr. Seuss; highest-grossing film of 2000 (U.S.)
How to Kill Your Neighbor's Dog	2000	Michael Kalesniko	"Kenneth Branagh, Robin Wright Penn"	Comedy	
 I Dreamed of Africa	2000	Hugh Hudson	"Kim Basinger, Eva Marie Saint"	Drama	based on I Dreamed of Africa by Kuki Gallmann
The In Crowd	2000	Mary Lambert	"Susan Ward, Lori Heuring, Matthew Settle"	Thriller	
Into the Arms of Strangers: Stories of the Kindertransport	2000	Mark Jonathan Harris	the kindertransport	Documentary	winner Academy Award for Best Documentary
Isn't She Great	2000	Andrew Bergman	"Bette Midler, Nathan Lane, John Cleese, Stockard Channing, David Hyde Pierce, Amanda Peet"	"Biography, Comedy"	Story of Jacqueline Susann
Ivans Xtc	2000	Bernard Rose	"Danny Huston, Peter Weller"	Drama	
 Joe Gould's Secret	2000	Stanley Tucci	"Ian Holm, Stanley Tucci, Hope Davis"	Drama	based on story by Joseph Mitchell
Just One Night	2000	Alan Jacobs	"Timothy Hutton, Maria Grazia Cucinotta"	Comedy	
 Keeping the Faith	2000	Edward Norton	"Ben Stiller, Jenna Elfman, Edward Norton"	Comedy	
The Kid	2000	Jon Turteltaub	"Bruce Willis, Lily Tomlin, Jean Smart, Spencer Breslin"	Family	
 The Ladies Man	2000	Reginald Hudlin	"Tim Meadows, Billy Dee Williams, Will Ferrell"	Comedy	based on Saturday Night Live character
The Last Producer	2000	Burt Reynolds	"Burt Reynolds, Rod Steiger, Benjamin Bratt"	Drama	
Legacy	2000	Tod Lending	life in Chicago ghettos	Documentary	
The Legend of Bagger Vance	2000	Robert Redford	"Matt Damon, Will Smith, Charlize Theron, Jack Lemmon"	Drama	based on novel by Steven Pressfield
Little Nicky	2000	Steven Brill	"Adam Sandler, Patricia Arquette, Harvey Keitel"	Comedy	
The Little Vampire	2000	Uli Edel	"Jonathan Lipnicki, Richard E. Grant, Rollo Weeks"	Comedy	based on novel by Angela Sommer-Bodenburg
Long Night's Journey into Day	2000	"Deborah Hoffmann, Frances Reid"	the Truth and Reconciliation Commission in post-Apartheid South Africa	Documentary	winner of Grand Jury Prize: Documentary
Loser	2000	Amy Heckerling	"Jason Biggs, Mena Suvari, Greg Kinnear"	Comedy	
Lost Souls	2000	Janusz Kaminski	"Winona Ryder, Ben Chaplin"	Horror	
Love & Basketball	2000	Gina Prince-Bythewood	"Omar Epps, Sanaa Lathan, Dennis Haysbert"	Drama	
Lucky Numbers	2000	Nora Ephron	"John Travolta, Lisa Kudrow, Tim Roth, Michael Moore"	Crime	
 Maryam	2000	Ramin Serry	"Mariam Parris, Shaun Toub, Shohreh Aghdashloo"	Drama	
Maze	2000	Rob Morrow	"Rob Morrow, Laura Linney, Craig Sheffer"	Drama	
"Me, Myself & Irene"	2000	Peter and Bobby Farrelly	"Jim Carrey, Ren?e Zellweger, Robert Forster, Chris Cooper"	Comedy	
Meet the Parents	2000	Jay Roach	"Ben Stiller, Robert De Niro, Blythe Danner, Teri Polo, Owen Wilson"	Comedy	
Memento	2000	Christopher Nolan	"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano"	Thriller	based on Memento Mori by Jonathan Nolan
Men of Honor	2000	"George Tillman, Jr."	"Robert De Niro, Cuba Gooding, Jr., Charlize Theron"	Biography	
Mercy Streets	2000	John Gunn	"Eric Roberts, Cynthia Watros, Stacy Keach"	Action	
The Million Dollar Hotel	2000	Wim Wenders	"Jeremy Davies, Milla Jovovich, Mel Gibson, Jimmy Smits"	Drama	
Miss Congeniality	2000	Donald Petrie	"Sandra Bullock, Benjamin Bratt, Michael Caine, William Shatner, Candice Bergen"	Comedy	
Mission to Mars	2000	Brian De Palma	"Gary Sinise, Tim Robbins, Don Cheadle, Connie Nielsen, Jerry O'Connell, Kim Delaney"	Science fiction	based on Mission to Mars
Mission: Impossible II	2000	John Woo	"Tom Cruise, Dougray Scott, Thandie Newton, Ving Rhames, Richard Roxburgh, Brendan Gleeson"	Action	"preceded by Mission: Impossible, highest-worldwide-grossing film of 2000"
My Dog Skip	2000	Jay Russell	"Frankie Muniz, Diane Lane, Luke Wilson, Kevin Bacon"	Family	based on My Dog Skip by Willie Morris
My 5 Wives	2000	Sidney J. Furie	"Rodney Dangerfield, Jerry Stiller, Molly Shannon"	Comedy	
 The Next Best Thing	2000	John Schlesinger	"Rupert Everett, Madonna, Benjamin Bratt"	Comedy	
Next Friday	2000	Steve Carr	"Ice Cube, Mike Epps, Don Curry"	Comedy	preceded by Friday
Nothin' 2 Lose	2000	Barry Bowles	Brian Hooks	Comedy	
Nutty Professor II: The Klumps	2000	Peter Segal	"Eddie Murphy, Janet Jackson, Larry Miller, Wanda Sykes"	Comedy	preceded by The Nutty Professor
Nurse Betty	2000	Neil LaBute	"Morgan Freeman, Ren?e Zellweger, Chris Rock, Greg Kinnear"	Comedy	Satellite Award for Best Film ? Musical or Comedy
" O Brother, Where Art Thou?"	2000	Joel and Ethan Coen	"George Clooney, Tim Blake Nelson, John Turturro, Holly Hunter, John Goodman, Charles Durning"	Comedy	based on Odyssey by Homer
The Opportunists	2000	Myles Connell	"Christopher Walken, Vera Farmiga, Cyndi Lauper"	Crime drama	
The Original Kings of Comedy	2000	Spike Lee	"stand-up comedy of Steve Harvey, D. L. Hughley, Cedric the Entertainer, Bernie Mac"	Documentary	
Our Song	2000	Jim McKay	"Kerry Washington, Melissa Martinez"	Drama	
 Panic	2000	Henry Bromell	"William H. Macy, Neve Campbell, Donald Sutherland"	Crime drama	
Passion of Mind	2000	Alain Berliner	"Demi Moore, Stellan Skarsg?rd"	Drama	
The Patriot	2000	Roland Emmerich	"Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs, Chris Cooper, Tom Wilkinson"	War	3 Oscar nominations
Pay It Forward	2000	Mimi Leder	"Haley Joel Osment, Helen Hunt, Kevin Spacey, James Caviezel, Angie Dickinson, Jon Bon Jovi"	Drama	based on novel by Catherine Ryan Hyde
The Perfect Storm	2000	Wolfgang Petersen	"George Clooney, Mark Wahlberg, Diane Lane, Mary Elizabeth Mastrantonio, John C. Reilly, Karen Allen"	Adventure	based on book by Sebastian Junger
Picking Up the Pieces	2000	Alfonso Ar?u	"Woody Allen, Sharon Stone, David Schwimmer"	Comedy	
Pitch Black	2000	David Twohy	"Vin Diesel, Keith David, Cole Hauser"	Science fiction	
Pollock	2000	Ed Harris	"Ed Harris, Marcia Gay Harden, Jennifer Connelly"	Biography	Story of Jackson Pollock; Oscar for Harden
Poor White Trash	2000	Michael Addis	"Sean Young, William Devane"	Comedy	
Price of Glory	2000	Carlos ?vila	Jimmy Smits	Drama	
Prince of Central Park	2000	John Leekley	"Kathleen Turner, Danny Aiello, Harvey Keitel"	Family	
Proof of Life	2000	Taylor Hackford	"Russell Crowe, Meg Ryan, David Morse"	Drama	
